,0
1654,"Indie,Anime,Puzzle,Visual Novel,Short,Singleplayer"
1655,"Utilities,Software,Indie,Action"
1656,"RPGMaker,Game Development,RPG,Anime,Design & Illustration,Web Publishing,GameMaker,JRPG,2D,Software,Sexual Content,Nudity,Singleplayer"
1657,"Adventure,Mystery,Point & Click,Singleplayer"
1658,"Adventure,Point & Click,Horror,Atmospheric,Classic,Psychological Horror,Retro,Story Rich,1990's,Isometric,Dark,Surreal,Masterpiece,Puzzle,Singleplayer"
1659,"Indie,Action,Adventure,Platformer,Zombies,Retro,Dark Humor,2D,Difficult"
1660,"RPG,Indie,Choose Your Own Adventure,Text-Based,Choices Matter"
1661,"Strategy,World War II,Turn-Based Strategy,Turn-Based,Wargame,Singleplayer,Multiplayer,Replay Value"
1662,"Strategy,World War II,Simulation,Tactical,Wargame,Historical,RTS,Top-Down,Singleplayer,Multiplayer,Turn-Based Strategy,Real-Time with Pause,Realistic,2D,Real Time Tactics,Real-Time"
1663,"Strategy,Naval,World War II,Simulation,Action,Tactical,RTS"
1664,"Simulation,Multiplayer"
1665,"Racing,Action,Destruction,Multiplayer,Split Screen,Arcade,Singleplayer,Local Co-Op,Local Multiplayer,Great Soundtrack"
1666,"Indie,Adventure,RPGMaker,Dark,Singleplayer,Story Rich,Short,Visual Novel,Pixel Graphics"
1667,"Indie,Racing,Action,Space,2D,Competitive,Sci-fi,Arcade"
1668,"Strategy,Simulation,Politics,Grand Strategy,Multiplayer,War,Economy,Singleplayer,Masterpiece,Management"
1669,"Indie,Action,Difficult,Minimalist,Arcade"
1670,"Simulation,Indie,Sandbox,Management,Building,Singleplayer,VR,Early Access"
1671,"Open World,Survival,Adventure,Crafting,Exploration,Sandbox,Pirates,Multiplayer,First-Person,Singleplayer,Indie,Action,RPG,Sailing,Naval,Procedural Generation,Early Access,Atmospheric,Walking Simulator,Relaxing"
1672,"Adventure,Point & Click,Atmospheric,Story Rich,Time Travel,Indie,Puzzle,2D,Singleplayer,Casual,Sci-fi,Great Soundtrack,Short,Post-apocalyptic,Third Person,Action,Mystery,Survival,Comedy,Difficult"
1673,"Indie,Casual,Puzzle,Minimalist"
1674,"Adventure,Point & Click,Vampire,Puzzle"
1675,"Indie,Puzzle,Minimalist,Casual"
1676,"Adventure,Programming,Indie,RPG,Hacking,Singleplayer,Atmospheric,Surreal,Cyberpunk,Great Soundtrack,Point & Click,Conspiracy"
1677,"Action,Indie,Strategy,FPS,Multiplayer,Co-op"
1678,"Indie,Documentary,Gaming,Episodic"
1679,"Sports,Simulation,Indie"
1680,"Action,Indie,Local Multiplayer,4 Player Local,Stealth,Multiplayer,Western,Pixel Graphics"
1681,"Action,Indie,Multiplayer,Local Multiplayer"
1682,"Free to Play,RPG,Massively Multiplayer,Anime,MMORPG,2.5D"
1683,"Shoot 'Em Up,Pixel Graphics,Bullet Hell,Action,Indie,Rogue-like,Great Soundtrack,Difficult,Side Scroller,Space,2D,Rogue-lite,Shooter"
1684,"Shoot 'Em Up,Great Soundtrack,Action,Side Scroller,Indie,Bullet Hell,Difficult,2D,Arcade,Old School,Space,Shooter,Masterpiece,Sci-fi,Comedy,Singleplayer,Retro,Gore"
1685,"Indie,Platformer,Puzzle,Atmospheric"
1686,"Adventure,Action,Classic,Third Person,Open World,RPG,Voxel,Sci-fi,Singleplayer,Remake,Great Soundtrack,1990's,Aliens,Retro"
1687,"Adventure,Casual,Point & Click,Female Protagonist,Singleplayer"
1688,"Indie,Adventure,Horror,Action,Nature,Atmospheric,Short,2D,Singleplayer,Masterpiece,Anime"
1689,"Puzzle,Casual,Indie,Minimalist,Short,Singleplayer,Relaxing,2D,Great Soundtrack,Difficult,Atmospheric"
1690,"Early Access,Adventure,Action,Indie,Early Access,Female Protagonist,RPG,Horror"
1691,"Action,Indie,Survival,Zombies,Top-Down,Open World,Multiplayer,Co-op,Post-apocalyptic,Procedural Generation,Perma Death,Silent Protagonist,Replay Value,Difficult,Realistic,Rogue-like"
1692,"Strategy,City Builder,RTS,Resource Management,Singleplayer"
1693,"Early Access,Casual,Action,Indie,Early Access,Physics"
1694,"Casual,Indie,Match 3,Puzzle,Singleplayer"
1695,"Action,Casual,Indie,Shooter"
1696,"Action,Indie,Platformer,Zombies"
1697,"Casual,Adventure,Puzzle,Education,Family Friendly,Classic,Psychological Horror,Singleplayer"
1698,"Free to Play,Indie,Adventure"
1699,"Strategy,Trading,Pirates,Economy,Naval,Historical"
1700,"Strategy,Turn-Based,Fantasy,Masterpiece,Classic,Dark Fantasy"
1701,"Indie,Action,Adventure,Puzzle,Building,Multiplayer,Sci-fi,Underground,FPS"
1702,"Adventure,Indie,Puzzle,Casual,Mouse only,Singleplayer,Hand-drawn,Cartoony,Family Friendly,Point & Click,Cartoon,Relaxing"
1703,"RPG,Adventure,Indie,Story Rich,Fantasy,Turn-Based,Choose Your Own Adventure,Singleplayer"
1704,"Visual Novel,Dating Sim,Anime,Adventure,Simulation,Indie,Female Protagonist,Nudity,Romance,Mature,Sexual Content,Singleplayer,Otome,Comedy"
1705,"Indie,Action,Adventure,Platformer,Difficult,Singleplayer,2D,Pixel Graphics,Cute"
1706,"FPS,Action,Classic,Family Friendly,Singleplayer,Retro,Cold War,Cult Classic,Masterpiece,First-Person,Shooter,Difficult,Sexual Content,Education,Pixel Graphics,Alternate History,Perma Death,Funny,Cute,Villain Protagonist"
1707,"Strategy,Indie,World War II,Turn-Based Strategy,Wargame,Turn-Based,Historical,Hex Grid,War"
1708,"Strategy,World War II"
1709,"Action,Indie,Platformer,Pixel Graphics,Retro"
1710,"Indie,Casual,Puzzle"
1711,"Simulation,Strategy,Casual,Indie,Management,Singleplayer,Pixel Graphics"
1712,"Action,Indie,Arcade,Shoot 'Em Up,Bullet Hell"
1713,"Indie,Puzzle,Platformer,Pixel Graphics,Action,Level Editor,2D,Retro,Great Soundtrack,Puzzle-Platformer,Controller,Short,Difficult,Singleplayer"
1714,"Indie,Puzzle,Casual,Action,Platformer"
1715,"Action,Indie,Platformer,Pixel Graphics,Shoot 'Em Up,Shooter,Retro,Action-Adventure,1990's,1980s"
1716,"Indie,Mining,Local Co-Op,Adventure,Casual,RPG,Great Soundtrack,Procedural Generation,Sci-fi,Multiplayer,Action,Singleplayer,Retro,Family Friendly,Underground,Loot,Classic,Exploration,4 Player Local,Local Multiplayer"
1717,"Adventure,Indie,Horror,First-Person"
1718,"Racing,Action,Remake,Arcade,Top-Down,Multiplayer"
1719,"RPG,Simulation,Action,Masterpiece,Sci-fi,Open World,Singleplayer,Atmospheric,First-Person,FPS"
1720,"Action,Adventure,Shooter"
1721,"Action RPG,Pixel Graphics,Female Protagonist,RPG,Puzzle,Singleplayer,2D,Great Soundtrack,Indie,Retro,Anime,Story Rich,Sci-fi,Adventure,JRPG,Action,Action-Adventure,Difficult,Cyberpunk,Early Access"
1722,"Tower Defense,Strategy,Fantasy"
1723,"Strategy,RTS,RPG,Fantasy,Masterpiece,Multiplayer"
1724,"Strategy,Indie,Turn-Based"
1725,"Indie,Adventure,Horror,Casual,Top-Down,2D"
1726,"Action,Indie,Casual,Ninja,Funny"
1727,"Indie,Action,Multiplayer,Open World,Destruction,Funny,Third Person"
1728,"Racing,Simulation,Sports,Strategy,Rome,Historical,Turn-Based,Singleplayer,Tactical,Replay Value,Turn-Based Strategy,Management,Turn-Based Tactics,Strategy RPG"
1729,"Indie,Strategy,Action,Tower Defense"
1730,"Strategy,Indie,4X,Fantasy,Medieval"
1731,"Indie,Psychedelic,Arcade,Score Attack,Abstract,Shoot 'Em Up"
1732,"Indie,Sports,Local Multiplayer,4 Player Local"
1733,"Simulation,Management,Basketball,Sports"
1734,"Racing,Action,Indie"
1735,"Simulation,Strategy,Management,Singleplayer"
1736,"Choose Your Own Adventure,Text-Based,Choices Matter,Interactive Fiction,Robots,Indie,Story Rich,RPG,Sci-fi,Singleplayer,Female Protagonist"
1737,"RPG,Indie,Action,Open World,Action RPG,RPGMaker"
1738,"Strategy,Indie,Simulation,RTS,Classic"
1739,"Vampire,RPG,Action,Indie,Dungeon Crawler,Action RPG,Horror,Singleplayer"
1740,"Strategy,Indie,Adventure,RPG,Turn-Based,Mining,Multiplayer,Singleplayer,Board Game"
1741,"Action,Multiplayer,Indie,MOBA,Early Access"
1742,"Stealth,Action,Adventure,World War II,Singleplayer,Open World,Third Person,Classic"
1743,"Arcade,Beat 'em up,Retro,Fighting,Local Co-Op,Action,Remake,Cult Classic,Classic,2D,Co-op,Side Scroller,Pixel Graphics"
1744,"RPG,Indie,Adventure,Action,Retro,Villain Protagonist,Action RPG,Pixel Graphics,Singleplayer"
1745,"Strategy,Indie,Tower Defense,Zombies,Rogue-like,RPG,Steampunk,Vampire,Perma Death,Survival,Difficult"
1746,"Simulation,Racing,Offroad,Singleplayer,Multiplayer"
1747,"RPG,Classic,Fantasy,Turn-Based,Party-Based RPG,Adventure"
1748,"RPG,Classic,Turn-Based,Fantasy,Singleplayer,Adventure,Party-Based RPG"
1749,"RPG,Fantasy,Classic,Turn-Based,Adventure,Singleplayer,Party-Based RPG"
1750,"RPG,Retro,Fantasy,Action,Singleplayer,Masterpiece,Classic"
1751,"Adventure,RPG,Indie,Casual"
1752,"RPG,Indie,Adventure,RPGMaker,Female Protagonist,Casual,Turn-Based,Fantasy,Singleplayer,JRPG,Replay Value,Story Rich"
1753,"RPG,Indie,Adventure,Female Protagonist,Atmospheric,Turn-Based Strategy,Story Rich,Psychological,Turn-Based,Singleplayer,Isometric"
1754,"Simulation,Adventure,RPG,Indie,RPGMaker,Agriculture,Crafting,Pixel Graphics"
1755,"Action,Platformer,Anime,2D,Indie,Pixel Graphics,Side Scroller,Great Soundtrack,Singleplayer,Metroidvania"
1756,"Racing,Action,Zombies,Open World,Gore,Singleplayer"
1757,"Puzzle,Indie,Building,Simulation,Programming,Sandbox,Singleplayer,First-Person,Difficult,Sci-fi,Automation,Logic,Space,Great Soundtrack,Strategy"
1758,"Strategy,Indie,Adventure,Space,Sci-fi,Tactical,Rogue-like,Rogue-lite,Short"
1759,"Adventure,Horror,Point & Click,Sci-fi,Isometric,Story Rich,Atmospheric,Singleplayer,Space,Puzzle,2D,Classic,2.5D,Post-apocalyptic,Psychological Horror,Retro,Fantasy,Gore,Indie,Kickstarter"
1760,"Indie,Casual,Action,Twin Stick Shooter,Puzzle"
1761,"Simulation,Agriculture"
1762,"Simulation,Management,Retro,Economy"
1763,"Indie,Action,Adventure,Retro,Pixel Graphics,Anime"
1764,"Sports,Strategy,Simulation"
1765,"Simulation,Strategy,Casual,Indie,Resource Management,Zombies,Management,Singleplayer,Fantasy,War,Cartoony,Pirates,Medieval,Pixel Graphics"
1766,"Indie,Platformer,Action,Difficult,2D,Singleplayer,Adventure,Rogue-like,Perma Death,Short,Side Scroller"
1767,"Action,RPG,Adventure,Indie,Simulation,6DOF,Space,Shooter,Sci-fi,Multiplayer,Sandbox"
1768,"Action,FPS,Singleplayer,Atmospheric,Classic,Masterpiece,Cult Classic,Shooter,First-Person"
1769,"Early Access,Multiplayer,Survival,Underwater,Early Access,Horror,Co-op,Gore,Action,Indie,Exploration,Singleplayer,First-Person,FPS,Open World,Blood,Survival Horror,Shooter,Adventure"
1770,"Action,Strategy,Indie,Adventure,Top-Down,Isometric,Shooter"
1771,"Simulation,Casual,Indie,Strategy,Fantasy,Replay Value,God Game,Realistic,Resource Management,Atmospheric,Adventure,Sandbox,Family Friendly"
1772,"Visual Novel,Game Development,Software,Utilities,Anime"
1773,"Indie,FPS,Action,Rogue-like,Shooter,Rogue-lite,Singleplayer,First-Person,Difficult,Retro,Perma Death,Horror,Dungeon Crawler,Psychedelic,Procedural Generation,Colorful,Masterpiece,Adventure"
1774,"Casual,Action,Indie,Multiplayer,Horror,PvP,Pixel Graphics"
1775,"Illuminati,Puzzle,Horror,Indie,RPG,Adventure,Massively Multiplayer,Conspiracy,Psychological Horror,Mystery,Atmospheric"
1776,"Animation & Modeling,Video Production,Female Protagonist,Memes,Illuminati"
1777,"Indie,Platformer,Pixel Graphics,Difficult,Rogue-lite,Replay Value,Rogue-like,Action,Controller,2D,Singleplayer"
1778,"Indie,Casual,Strategy,Puzzle"
1779,"Casual,Indie,Action,Puzzle,Cute,Adventure,Arcade,Family Friendly,Top-Down,Female Protagonist,Singleplayer"
1780,"Adventure,Indie,Casual,Action,Metroidvania,Platformer,Retro"
1781,"Indie,Platformer,Action,Female Protagonist,Casual,Metroidvania,2D,Pixel Graphics"
1782,"Indie,Casual,Platformer,Female Protagonist"
1783,"Utilities,Web Publishing,Design & Illustration"
1784,"Space,Strategy,Indie,Simulation,Action,Sandbox,Survival,Adventure,Physics,Early Access,Sci-fi"
1785,"Action,Fighting,Indie,Martial Arts,2D Fighter,Arcade"
1786,"RPG,Indie,Fantasy,Turn-Based,Retro,Rogue-lite,Rogue-like"
1787,"RPG,Action,Hack and Slash,Singleplayer,Classic,Action RPG,Local Co-Op"
1788,"Early Access,Gore,Action,Blood,Fighting,Violent,First-Person,Multiplayer,Early Access,Beat 'em up,Funny,Sandbox,Singleplayer,Survival,Indie,Pixel Graphics,Physics,Difficult,Voxel,FPS"
1789,"Simulation,Strategy,Trains,Management"
1790,"Early Access,Strategy,Simulation,City Builder,Building,Space,Early Access,Indie,Management,Space Sim,Resource Management,Grand Strategy,Economy,Nature,RTS,Singleplayer,Sandbox,Sci-fi,Base Building,Crafting"
1791,"RPG,Strategy,Fantasy,Action RPG,City Builder,Action,Singleplayer,Management"
1792,"Casual,Anime,Mature,Puzzle,Board Game,Nudity,Family Friendly"
1793,"Metroidvania,Pixel Graphics,Indie,Adventure,Action,Platformer,Difficult,Great Soundtrack,Retro,2D,Atmospheric,Singleplayer,Exploration,Sci-fi"
1794,"Stealth,Indie,Action,Cyberpunk,Great Soundtrack,Singleplayer,Top-Down,Strategy,Puzzle,Sci-fi,Atmospheric,Futuristic,Level Editor"
1795,"Early Access,Strategy,Early Access,Simulation,Space,RPG,RTS,Action,Sci-fi,4X"
1796,"Nudity,Anime,Dating Sim,Visual Novel,Sexual Content,Mature,Indie,Simulation,Romance,Casual,Management,Singleplayer,Great Soundtrack,Comedy,Cute,Multiple Endings"
1797,"Simulation,Indie,Strategy,Management,Casual,Game Development,Masterpiece,Economy"
1798,"Simulation,Strategy,Space,Management,Multiplayer,Singleplayer,Cold War,Historical,Replay Value,Turn-Based,Turn-Based Strategy,Strategy RPG"
1799,"Strategy,Indie,Casual,Simulation,Grand Strategy,Action,Great Soundtrack,RPG,Adventure,4X"
1800,"Action,Casual,Indie,Platformer,Dark,Cats,Dark Comedy,Puzzle-Platformer,Dark Humor,Horror,Cute,Singleplayer,Female Protagonist,2D,Short"
1801,"Strategy,Indie,Casual,Tower Defense"
1802,"Simulation,Driving,Indie,Masterpiece"
1803,"Early Access,Indie,Action,Strategy,Casual,Simulation,Early Access,Zombies,Survival,Survival Horror"
1804,"Indie,FPS,Action,Shooter"
1805,"Horror,Gore,Villain Protagonist,Nudity,Indie,Psychological Horror,Adventure,Dark,Action,Third Person,Puzzle,Demons,Singleplayer,Simulation,Stealth,Open World,Funny,Atmospheric,Blood,Mature"
1806,"Strategy,Indie,Match 3,RPG,Steampunk,Mechs,Puzzle,Rogue-lite,Perma Death,Rogue-like,Singleplayer,Casual"
1807,"Simulation,Action,Space,Adventure,Sci-fi,FPS,Space Sim,Masterpiece,First-Person"
1808,"Indie,Action,Casual,Adventure,RPG,Zombies,Shooter,FPS,Horror,Survival Horror,Singleplayer,Early Access,Survival,Masterpiece"
1809,"Indie,Action,Shoot 'Em Up,Retro,Arcade,2D,Pixel Graphics,Local Co-Op,Cats,Shooter,Cute,Side Scroller,Co-op,Difficult,Underwater,Local Multiplayer,Great Soundtrack"
1810,"Action,Strategy,Zombies"
1811,"Action,Simulation"
1812,"Free to Play,Casual,Indie,Adventure,Point & Click,Comedy,Multiplayer,Pixel Graphics,Funny"
1813,"Action,Indie,Casual,2D,Singleplayer,Medieval,Arcade"
1814,"Adventure,Point & Click,Indie,Female Protagonist,Fantasy,Dark Humor,Dark,Singleplayer,Puzzle,Horror,Comedy,Atmospheric"
1815,"Visual Novel,Anime,Indie,Simulation,Adventure,Dating Sim,Romance,RPG"
1816,"Adventure,Indie,Puzzle,Atmospheric,Horror,Singleplayer,Psychological Horror,Minimalist"
1817,"Adventure,Hidden Object,Puzzle,Casual,Point & Click"
1818,"Casual,Indie,Action,Puzzle,Atmospheric,Relaxing,Physics,Pinball,2D,Mouse only,Surreal,Great Soundtrack"
1819,"Indie,Action,Cyberpunk,Shoot 'Em Up,Side Scroller,Post-apocalyptic,Pixel Graphics,Retro"
1820,"Indie,Action"
1821,"Adventure,Casual,Hidden Object,Puzzle,Point & Click,Detective,Mystery"
1822,"Indie,Action,Adventure,FPS,Sci-fi,Short,Shooter"
1823,"Adventure,Point & Click,Horror,Singleplayer,Mystery,Puzzle,Atmospheric,Story Rich,Third Person"
1824,"Survival,Sandbox,Open World,Massively Multiplayer,Building,Crafting,RPG,Co-op,Indie,Adventure,PvP,MMORPG,Early Access,Multiplayer,Base Building,Singleplayer,Action,Cute,Free to Play"
1825,"Board Game,Strategy,Adventure,Multiplayer,Singleplayer,Fantasy,Card Game,Turn-Based,Great Soundtrack,Touch-Friendly"
1826,"Adventure,Indie,Action,Platformer,Robots,Short,Puzzle-Platformer,Puzzle,2D"
1827,"Action,Indie,Casual,Adventure,Puzzle"
1828,"Action,Indie,Great Soundtrack"
1829,"Indie,Action,Underwater,Shooter,Multiplayer,Bullet Hell,Comedy,Shoot 'Em Up,Sci-fi,Third Person,Fighting,Arcade,Singleplayer,Funny,Memes,Fantasy,Survival,Sandbox,Atmospheric,Great Soundtrack"
1830,"RPG,Indie,JRPG,Anime,RPGMaker,Great Soundtrack,Cute,Card Game,Singleplayer"
1831,"Adventure,Indie,RPG,Point & Click,Pixel Graphics,Singleplayer"
1832,"RPG,Indie,Action,Adventure"
1833,"Zombies,Survival,Action,Survival Horror,First-Person,Horror,Open World,Multiplayer,Adventure,Gore,Singleplayer,FPS,Perma Death,Atmospheric,Violent,Shooter,Crafting,Post-apocalyptic,Co-op,Rogue-like"
1834,"Simulation,Open World,Singleplayer,Adventure,Multiplayer,Action,Naval,Free to Play,Realistic"
1835,"Simulation,Open World,Realistic,Singleplayer,Fishing,Management,Driving,Adventure,Family Friendly"
1836,"Anime,RPG,Indie,Visual Novel,Turn-Based,Female Protagonist,Science,JRPG,Singleplayer"
1837,"Casual,Multiplayer,Comedy,Co-op,Indie,Strategy,Family Friendly,Local Multiplayer,Funny"
1838,"Adventure,Action,Retro,Classic,2D,1990's,Platformer"
1839,"Action,Adventure,Platformer,RPG,Remake,Cyberpunk,Sci-fi,Side Scroller,2.5D,Classic,Futuristic"
1840,"Action,Female Protagonist,Classic,Open World,Third Person"
1841,"Action,Indie,Pixel Graphics,Shoot 'Em Up"
1842,"Sports,RPG,Action,Fighting,Indie,1980s,Martial Arts,Beat 'em up,Simulation,2D"
1843,"Strategy,Turn-Based,RPG,Tactical,Indie,Turn-Based Strategy,Action,Singleplayer,Kickstarter,Isometric,Masterpiece,Adventure"
1844,"Strategy,RPG,Simulation,Tactical,Real-Time with Pause,Singleplayer"
1845,"Board Game,Turn-Based Strategy,Multiplayer,Strategy,Card Game,Fantasy,Indie,Dark Fantasy,Adventure,Hex Grid,RPG,Turn-Based,Great Soundtrack,Tactical RPG,Cute,Singleplayer,Multiple Endings,Grand Strategy,Kickstarter,Benchmark"
1846,"Strategy,Simulation,Naval,Submarine,Multiplayer,Military"
1847,"Strategy,World War I,RTS,Historical,Singleplayer,Masterpiece"
1848,"Indie,Adventure"
1849,"Survival,Open World,Multiplayer,Crafting,Sandbox,Action,Adventure,Zombies,Co-op,Indie,First-Person,Realistic,Third Person,Singleplayer,Early Access,FPS,Building,Nudity"
1850,"Simulation,Strategy,Casual,Management,Indie,Building,Sandbox,Economy,Realistic,Open World,Atmospheric,Replay Value,Cute,Family Friendly,City Builder,Adventure,Resource Management,God Game,Colorful"
1851,"Adventure,Casual,Action,Quick-Time Events,FMV,Classic"
1852,"Casual,Education"
1853,"Strategy,Simulation,RPG"
1854,"Action,Adventure,Hack and Slash,Post-apocalyptic,Third Person,Third-Person Shooter,Great Soundtrack,Masterpiece,Atmospheric,Shooter,Cult Classic"
1855,"Utilities,Benchmark"
1856,"Strategy,Management,Simulation,Economy,Singleplayer,Indie"
1857,"Strategy,Simulation,Turn-Based Strategy,World War II,Hex Grid,Wargame"
1858,"Sandbox,Simulation,Building,Indie,Physics,Casual,Space,Crafting,Singleplayer,Early Access,Multiplayer,Space Sim,Open World"
1859,"Indie,Casual,Puzzle,Action,Cute,Family Friendly,Local Co-Op,Multiplayer,2D,Cartoony,Match 3"
1860,"Visual Novel,RPG,Indie,Strategy,Romance,Female Protagonist,Sci-fi,Turn-Based,Singleplayer,Anime,Dating Sim,Otome,Futuristic,Aliens,Choose Your Own Adventure,Choices Matter,Science"
1861,"RPG,Indie,RPGMaker"
1862,"Racing,Sports,Action,Casual,Simulation,Indie,VR,Bikes"
1863,"Racing,Arcade,Local Multiplayer,Split Screen,Top-Down,Singleplayer"
1864,"Adventure,Point & Click,Singleplayer,Female Protagonist"
1865,"Word Game,Typing,Spelling,Indie,Adventure,Casual,Action,RPG,Singleplayer,Pixel Graphics"
1866,"Casual,Action,Indie,Space"
1867,"Strategy,Grand Strategy,Politics,Simulation"
1868,"Strategy,RPG,Medieval,Turn-Based,Classic,Multiplayer,RTS"
1869,"Strategy,Classic"
1870,"Strategy,Simulation,RTS"
1871,"Horror,Multiplayer,Survival Horror,Survival,First-Person,Hunting,Open World,Action,Indie,Adventure,Atmospheric,Co-op,Singleplayer,Simulation,FPS,Shooter,Gore,Online Co-Op,Supernatural,Funny"
1872,"Simulation,Flight"
1873,"Bullet Hell,Action,Indie,Shoot 'Em Up,Great Soundtrack,Difficult,Anime,2D,Local Co-Op"
1874,"Action,Indie,Shoot 'Em Up,Building,Rogue-like"
1875,"Free to Play,Adventure,Horror,Point & Click,Comedy,Funny,Singleplayer,Multiplayer"
1876,"Early Access,Racing,Massively Multiplayer,Action,Early Access,Simulation,RPG,Free to Play,Steampunk,Multiplayer"
1877,"Utilities,Software,VR,Web Publishing"
1878,"Free to Play,RPG,Simulation,Adventure,Action,Space"
1879,"Indie,Short,Female Protagonist,Singleplayer,Visual Novel,Free to Play"
1880,"RPG,Indie,Adventure,RPGMaker,Funny,Singleplayer,Short,Comedy"
1881,"Indie,Action,Local Co-Op,Local Multiplayer,Arcade,4 Player Local"
1882,"Action,FPS,Shooter,Sniper,Singleplayer,Masterpiece,First-Person,Multiplayer"
1883,"Action,Strategy,Indie,FPS,RTS"
1884,"Documentary,Gaming,Movie,Masterpiece"
1885,"Indie,Adventure,Action,Platformer,Sandbox,Crafting,2D,Side Scroller"
1886,"Action,Gore,Violent,Zombies,Shooter"
1887,"Indie,Adventure,Text-Based,Action,Fantasy,Psychological Horror,Memes"
1888,"Casual,Simulation,Indie,Action,Relaxing"
